0.00692350476688378+0.050470328816197i,0.0478704052840503+0.0339112564506332i,0.0586134413747229-1.48825259092135e-17i,0.0464409812483201-0.0204035297027467i,0.0374477751936273-0.0213016371977076i,0.0458803010094392-0.0217909688765515i,0.0607235939504919-0.0420813781661659i,0.0584725106405779-0.0825838315089229i,0.0245177398646174-0.1241043838543i,-0.0371683030368718-0.142712603747111i,-0.108198324405822-0.122419079717839i,-0.162846177763093-0.0599939072982756i,-0.173697003845705+0.0313226712547419i,-0.123179634679281+0.11782637886771i,-0.0226282194414635+0.15342254622212i,0.0788671173466921+0.108355901605701i,0.117393384954993+0.00128120704174729i,0.0623593834108774-0.100427942345022i,-0.0512906711192674-0.12607553233623i,-0.14463055059784-0.0592914701364848i,-0.158663377835517+0.0475453065122235i,-0.101937855294873+0.121200576657454i,-0.0336828710756227+0.133280724332637i,0.000908201195008184+0.117285399744721i,0.0147512813951286+0.119952174405233i,0.0545655253700086+0.141024081487117i,0.135360453340835+0.129800804143864i,0.208411684546004+0.0449371506362993i,0.202725282996979-0.0876825700065449i,0.0990946139921669-0.185316310172189i,-0.0420530750449513-0.180770622855114i,-0.130122023598758-0.0836672644585472i,-0.121281926631049+0.0306896031036561i,-0.0471193582855124+0.0899174003514729i,0.0263632358296982+0.0796642700554663i,0.059482280816193+0.0364902680210576i,0.0583943513528045-0.000709595901346486i,0.0463020486096335-0.0227945035474792i,0.0309791017253796-0.0388276292449617i,0.00619199870375719-0.0483995371053358i,-0.0243327965826681-0.0382106183049155i,-0.0391422036961778-0.00511925168781945i,-0.0212487989937903+0.0289581960257226i,0.0177338545699096+0.0344163792635861i,0.0442906538705726+0.00553859365028071i,0.0359388992109926-0.0314922982419419i,0.00348496143053498-0.0448801109869515i,-0.0221559244570644-0.0285339963425858i,-0.0225372534940628-0.00437351757386516i,-0.00730962325038563+0.00408929490821991i,0.00131948633394399-0.00458551148863805i,-0.00593740618698991-0.0132041989205211i,-0.0185161039468343-0.0078921460607022i,-0.0209540063343269+0.00818127534600365i,-0.009065961524096+0.0214597290023785i,0.00931647635615299+0.022485288281185i,0.0242338386127651+0.0112128372412799i,0.0296359893690248-0.007613696137805i,0.0220785489475005-0.0279521120866842i,0.000715223383638777-0.040816830113827i,-0.0274516557385256-0.0355966673607363i,-0.0460160022367762-0.0095131268036758i,-0.039879604044115+0.0242707087170424i,-0.0105118602795795+0.0434121486961932i,0.0222828873175231+0.0354660923862768i,0.0375266768208214+0.0095191018385888i,0.0320068234746695-0.0138278459465652i,0.0198115694306929-0.0238422568973735i,0.0131494297230288-0.0280317052999061i,0.007510877958237-0.0380418264609523i,-0.0106561923840841-0.0507080637203283i,-0.0428644185394145-0.0482896495166213i,-0.0701995985446306-0.0191296821364335i,-0.0695548281454833+0.0250290892441464i,-0.0375844607835741+0.0561058826723737i,0.00401964146047588+0.0547902468349818i,0.0277502873074765+0.0273947229701802i,0.0235891922875072-0.00205109106440273i,0.00357510792416468-0.0141655467258813i,-0.0133769406666473-0.00776089898279147i,-0.0179333127828805+0.00566953205121317i,-0.0128488218953609+0.015811270503884i,-0.00438695527100228+0.0200433154446764i,0.00436936657911558+0.0196703787044948i,0.0123265860008648+0.0149505492796896i,0.0168882543073986+0.00579181114500183i,0.0148601261920748-0.00498058714464746i,0.00634417728372689-0.0121073476531715i,-0.00436248607933482-0.0121228406670745i,-0.0122269428114555-0.00584560404504494i,-0.0146899706000125+0.00341963925845166i,-0.0113666153539761+0.0124870541826507i,-0.0027474575808665+0.0182806657912973i,0.00871338667580237+0.0172575652329315i,0.0171507977113614+0.0079952679631485i,0.0163210958445414-0.0049423139781541i,0.00627647289063248-0.0123851581689901i,-0.00431640794005508-0.00880995775551795i,-0.00556798207632206+0.000721358906646793i,0.00278614771130114+0.00440112501414118i,0.00970629737672498-0.00373190287003812i,0.00418386126566816-0.0159938167898792i,-0.0118457699452516-0.0180730041159893i,-0.0238727414805408-0.00454208317688733i,-0.0193438879372004+0.0140037004091521i,-0.00117374934753079+0.0207036605424353i,0.0144060798021446+0.00917592849690057i,0.013435498844882-0.0102806855606274i,-0.00307792778341751-0.0209148285832227i,-0.0215929515212032-0.014765760784865i,-0.0292807313802597+0.00228060581929255i,-0.0237642534696369+0.0184330426829372i,-0.0113194024264806+0.0265181133918961i,0.0012888469089551+0.0267446474863494i,0.0114210817144557+0.0220496380063749i,0.018643811464668+0.0138123162530668i,0.0214499218640948+0.00255691919972694i,0.0176609352730226-0.00923338006191446i,0.00741135799732076-0.017037995065211i,-0.00563662027488491-0.0172561824581562i,-0.0162620895718085-0.00962702928869917i,-0.0203274947005911+0.00299307937830062i,-0.0159127561564819+0.0160851146080824i,-0.00365907409107982+0.0244375066646674i,0.0124914322509313+0.0233614570121847i,0.0254152028644922+0.0113616969554042i,0.0278612783821805-0.00735554720106069i,0.017350320367622-0.0239524632634481i,-0.0014393612539476-0.0301620009040266i
0.0478704052840503+0.0339112564506332i,0.0631699719010912+0i,0.0478704052840503-0.0339112564506332i,0.015044977292998-0.0428301048763446i,-0.00668625746205868-0.0231496761623361i,0.00300437987745783+0.00269532183104043i,0.0372116167300871+0.0027655388898343i,0.0630558173056758-0.0379619556098889i,0.0444429821767502-0.100893158792825i,-0.0283897967179886-0.141318098075204i,-0.124589049390474-0.118352168609442i,-0.187845168870055-0.0278226824598119i,-0.174535468593061+0.087712892615676i,-0.0880602422716521+0.164225508303487i,0.0196655802163869+0.161713513322288i,0.0853250805092896+0.0944505182028546i,0.0820882239616978+0.0184963761102918i,0.0370336134037017-0.015455754727549i,0.00134132702722298-0.00256016452146318i,0.000718313979908059+0.0203186905093924i,0.0146785908013848+0.0191675080230209i,0.00612478579261987+0.00194283390826023i,-0.0294409542789748+0.00963351793628854i,-0.0492262145682996+0.0659964932785031i,-0.00369082636417603+0.138946580088367i,0.10597232234989+0.15901765724959i,0.214158910903278+0.082718169231929i,0.240683728938807-0.0603582417385206i,0.159536618662702-0.185271735288037i,0.0213638544970363-0.219752516824313i,-0.0903621410606579-0.159017430665915i,-0.125632406620466-0.0592873300027633i,-0.0957449275159865+0.0165647572374471i,-0.0455666928444364+0.0452868135681773i,-0.00773191193087638+0.0429471224153415i,0.0148296435906892+0.0319464020094814i,0.0310011464025139+0.0177204821652532i,0.0397230588555364-0.00393994551501035i,0.0320064255797934-0.0278503580994805i,0.00925130907467439-0.0380506368221894i,-0.01048573774062-0.0264576931786874i,-0.00956020006800361-0.00620091210608198i,0.00875527164516619-0.000221800505667178i,0.0220872366831399-0.0165885837698183i,0.0126331241957043-0.0390882194071387i,-0.0137370213930519-0.0443622523139627i,-0.0341098987885715-0.026401206353651i,-0.0326693042683251-0.00159119041570465i,-0.0154823065634114+0.00962683090853647i,-0.00149955421953539+0.00294455578974411i,-0.00224437871869307-0.00874831328690755i,-0.0126927927985802-0.0112504090302352i,-0.0201758107299357-0.00245392909179393i,-0.0179688607686352+0.00945495759130242i,-0.00867840111760262+0.0166849972587928i,0.0023169276207775+0.0175062501024259i,0.0122159957498083+0.013124827982387i,0.0192105916756784+0.00387689571839436i,0.0197420804623642-0.00887512436048205i,0.0113830912850068-0.0194584908191599i,-0.00181816266027941-0.0208539990381691i,-0.0104793726313257-0.0124281186123597i,-0.00880445258539875-0.00235906714668313i,-0.00118249108800606+0.000322959670369116i,0.0027170150808909-0.00425526303645014i,-0.00027987927625916-0.00734071696182409i,-0.00255214923012594-0.00322637543777839i,0.00457540468387602+0.00173724837954301i,0.017709492070799-0.00497832951812705i,0.0213281830666204-0.0263295001459235i,0.0032669799393103-0.0480835972346646i,-0.0301798810750594-0.0498851392480637i,-0.0567913179865882-0.0250497979664009i,-0.0576075807480905+0.0114031888161963i,-0.0339304339530067+0.0353442828711783i,-0.00538562455583591+0.0344201387964389i,0.00827526035559508+0.0169961433693484i,0.00333687615007855+0.00193319605138796i,-0.00815663136201339+0.000971504708743297i,-0.0121042100152812+0.0107169486908587i,-0.00462782967470376+0.019362302385997i,0.00749151291019386+0.0187618004150552i,0.0153930252437614+0.00992475733052086i,0.015580488237443-0.000779169892134188i,0.0102664825398695-0.00823046154278865i,0.00312509980395364-0.0112247117381387i,-0.00379095839931849-0.0106281881992788i,-0.00967245452367503-0.00696600856314719i,-0.0132484451410244-0.000318360422708828i,-0.0125137891912537+0.00817443726342843i,-0.0062591034068566+0.0155005556902811i,0.00418641329441275+0.017830439425912i,0.0146334733522191+0.012864346447162i,0.0197939755568936+0.00197710213330521i,0.0165792311100559-0.0095505680661059i,0.00695229948870509-0.0152911572565524i,-0.0024282311719706-0.0123812570519512i,-0.00482695248176187-0.00454707320550271i,0.000677500002407868+0.000166121063443631i,0.00758962099196027-0.00372199643073508i,0.00738427057772051-0.0135291165416705i,-0.00226291916102175-0.0201341418354187i,-0.0144654601552893-0.0164450305157513i,-0.0191698350136555-0.00473168759080871i,-0.0129921696735608+0.00490367152103884i,-0.00304228829453245+0.00413423725558692i,-0.000406638402471556-0.00516359434146437i,-0.00934704006734369-0.0122256510652643i,-0.0227989205687497-0.00743928638361333i,-0.0285663472902658+0.00858060626301409i,-0.0201192435979902+0.0254217960015006i,-0.00184580404324107+0.0318751308974661i,0.0153599784008194+0.0246980342104444i,0.0230124736805841+0.00964800849430552i,0.0201363427444958-0.00458461596664627i,0.0113295900490356-0.012809075508956i,0.0015432173900123-0.0147812772695265i,-0.00686208625972504-0.0123144431252259i,-0.0131351146461132-0.00647078170614824i,-0.0159708944604426+0.00232754223282505i,-0.0133036428064788+0.0123996536686861i,-0.00425885032895504+0.0200036383112436i,0.00897864976182213+0.0208869068319478i,0.0213269110461727+0.0129506117301675i,0.0270020589499586-0.00201243666408752i,0.0223678934794738-0.0185865467601372i,0.00797715283246058-0.0298370801465599i,-0.01114523213371-0.0303666269436195i,-0.0273264545328776-0.0190483474399771i
0.0586134413747229+1.48825259092135e-17i,0.0478704052840503-0.0339112564506332i,0.00692350476688378-0.050470328816197i,-0.0363382633875402-0.0240193379256218i,-0.0389074077231182+0.0333694862812437i,0.0148848918341387+0.0725416835430502i,0.0893298094434729+0.0473501450387108i,0.119855688550748-0.0398028309268808i,0.0669807428277424-0.131162692066018i,-0.045969963944231-0.156669199401729i,-0.147591784167076-0.0912484136523114i,-0.174769676085491+0.0246560264020862i,-0.121086882024315+0.119971136204633i,-0.0346450517141151+0.151185187504381i,0.0300714991952979+0.130705938319933i,0.058835821517044+0.101754471774161i,0.07860653649272+0.0882404796041304i,0.115218622666273+0.0718139038581345i,0.154542420443377+0.0195614480920968i,0.150704809997156-0.0674500733299979i,0.0762131849664714-0.138465645533677i,-0.0369436834325484-0.132420832215214i,-0.11127299235603-0.0379184042035845i,-0.0859280081475655+0.0853162232902781i,0.0288313330131505+0.148486858977954i,0.156086006899318+0.103905044292353i,0.212343013811656-0.019053127113843i,0.169313743981284-0.14190606732242i,0.0654121755679977-0.199754796334233i,-0.0353461409169144-0.182190491702242i,-0.0932722243411101-0.123335385610054i,-0.108713447759466-0.0618506946501694i,-0.100765535936967-0.0134799289794781i,-0.0807535005473136+0.0240883329755806i,-0.0481447988087055+0.0511077774640703i,-0.00530389666754361+0.0584630491465151i,0.0330684990668304+0.0397158791848891i,0.049395252730121+0.00413399881394754i,0.0400419337688833-0.0275418189187202i,0.0189147613112626-0.0408675905199799i,0.00324003942351485-0.0390396871082393i,-0.00250297990906465-0.0356837572960144i,-0.00725286030677773-0.038214647770765i,-0.019519892436059-0.0405836215513905i,-0.035714889656717-0.0323716666701743i,-0.0435076471217088-0.0126395599151444i,-0.0354822457256599+0.00731735583345781i,-0.0174900321335652+0.0147759602621427i,-0.00310715181514516+0.00762536315063236i,-0.00107175074896845-0.00479143251421132i,-0.00898009619822569-0.0114308663446416i,-0.0181672888041675-0.00865369516796398i,-0.0225130913331836-0.000192555270213297i,-0.0215175237572123+0.00931008415761731i,-0.0164451137416401+0.0183402133354817i,-0.00652189274144676+0.026223793616533i,0.00929258091907031+0.0293478375947793i,0.027659629189173+0.0223741759502694i,0.0403518004673972+0.00400879670895181i,0.0399952767098229-0.0195790697839055i,0.0262846877250455-0.038426765477666i,0.00586119491153786-0.0460379485982752i,-0.0136777320575475-0.0425418103813603i,-0.0284434725709525-0.0312047137184196i,-0.0366711221923958-0.0139866515919238i,-0.0346391840778542+0.00728551107334636i,-0.0178998301421974+0.0257226914724406i,0.0110509022611779+0.0289436734360035i,0.0376554662979252+0.00829373347409185i,0.0422004011041512-0.029570278638833i,0.0160460925210827-0.0622799797652964i,-0.027824617345429-0.0670522131320785i,-0.0623876899528819-0.0395991628974888i,-0.0676389966007936+0.00150039499521868i,-0.0461187756189929+0.0303191788952794i,-0.0183020879752018+0.0348046128973825i,-0.00291612893025703+0.0238115463511395i,-0.00178131393511274+0.0146037438461427i,-0.00295790273234626+0.0149864192005073i,0.00348848010236874+0.0181545249413457i,0.0148071435438553+0.0134296811553591i,0.0201705047800728-0.000619967087772292i,0.0134608631648892-0.0148233357436167i,-0.000499445021979484-0.0195548889393692i,-0.0118623234300847-0.0139333009193513i,-0.0155375545853017-0.00460753275088104i,-0.0138539926554195+0.00249187449008766i,-0.0109567423108276+0.00704524945540317i,-0.00724601424733309+0.0113303299744643i,-0.000459159704885747+0.0148092040010517i,0.00919493065262459+0.0137502805727349i,0.0171583068131225+0.00601509354661856i,0.0184200835060859-0.00538644429956371i,0.0124154027791323-0.0143729824178341i,0.00342779979797301-0.0169195732305103i,-0.00329545488662127-0.0136851817797717i,-0.00515850067217102-0.00837305037504303i,-0.00273504009868896-0.00473883690711525i,0.00150124796292098-0.00505944746354754i,0.00417654056878766-0.00968458286869792i,0.00212068090526722-0.0164305954228304i,-0.00539404923516789-0.0208386316819279i,-0.0149445964939312-0.0190315457990594i,-0.0209147201420277-0.0115647478925455i,-0.0206763330082627-0.003664046768117i,-0.0175964640688558-0.000104637247622493i,-0.0174173511513329+0.000333392161611333i,-0.0210167951337478+0.00390377392191664i,-0.0219489023320526+0.0142382646372917i,-0.0128449308101548+0.0262368074584476i,0.00546273372413257+0.0292970184444305i,0.022396196357002+0.0176317044872116i,0.0263392163371865-0.00302668461117304i,0.0150184637424081-0.0197245969591674i,-0.00297034300861348-0.0232733228490878i,-0.0164093171017599-0.014783887473414i,-0.0203415777106927-0.00215786699898926i,-0.0171239904043474+0.00810705414717768i,-0.0107792051567077+0.0147049196941595i,-0.0025232057889813+0.0185223709339261i,0.00791683347633762+0.0185385897095258i,0.0184974205531005+0.0122690978733434i,0.0243874954839547-0.000362370006124235i,0.0216313422878831-0.0151248947574445i,0.0104953583026116-0.0259464768137274i,-0.00495932597363934-0.0287076924811203i,-0.0196243616375545-0.0225906050836066i,-0.0290400452085487-0.00916207141089062i,-0.0296032234490842+0.00812660016003886i
0.0464409812483201-0.0204035297027467i,0.015044977292998-0.0428301048763445i,-0.0363382633875402-0.0240193379256218i,-0.0541892779439344+0.0442706387983954i,0.000966178621453176+0.111674011977191i,0.104319215081581+0.10935742168163i,0.177601549488039+0.017768459233915i,0.156121446299668-0.106870197218043i,0.0480015783132054-0.177336016717413i,-0.072906387813744-0.149900594293751i,-0.133224296527274-0.0567294625505294i,-0.119582999777584+0.0328524189223453i,-0.0746618742705564+0.0794799303101535i,-0.0397588253429941+0.0999409710039666i,-0.00877954192158076+0.12897780600921i,0.0559933280976503+0.162960518470984i,0.1645129379614+0.15146876945955i,0.263943912324609+0.051004448382359i,0.273183101852984-0.114188324996572i,0.158979480015529-0.252093544788185i,-0.0215347497521969-0.272451766982688i,-0.15794835195535-0.163457343926428i,-0.172411912081303-0.00343221188517025i,-0.0765881141718338+0.10296561727184i,0.048287317931718+0.104109959841764i,0.122704921977059+0.0271545833433112i,0.123263389333521-0.0625305552505902i,0.0782826496268873-0.119726724515847i,0.0242683457126624-0.140986351065391i,-0.0257305619480767-0.141876798354501i,-0.0755784939890899-0.126944521036107i,-0.121019791985752-0.0872476979711765i,-0.141620047564046-0.0218820202550687i,-0.119214556218243+0.0475055764885084i,-0.0597047660496568+0.088638591763303i,0.00744538781354638+0.0843098860665183i,0.0513837249011961+0.0447575053113187i,0.0606380271010114-0.00388942364133659i,0.0442706685493974-0.0405545650846268i,0.0176565117842965-0.0591674720514212i,-0.00963284128166949-0.0630477925958892i,-0.0340228253304453-0.0554349905293619i,-0.0518909024621405-0.0375209850876857i,-0.0577967582935462-0.0129911637617049i,-0.0491482093907179+0.00967865517648533i,-0.0305416320623404+0.0215229072301889i,-0.0118076809963359+0.0195330269661925i,-0.00139524913887191+0.00846119651606431i,-0.00142148487126338-0.00340767750719984i,-0.00820791038105741-0.0100527849209944i,-0.0165717137454652-0.0101771868504225i,-0.0234266819879472-0.00538387164027849i,-0.0278818703804814+0.0030769175174172i,-0.0286260225301401+0.0153883377155185i,-0.0220191956972273+0.0307928138879173i,-0.00403147033726388+0.0441564305059512i,0.0244451172616088+0.0460120144082754i,0.0538611770480731+0.0283852538983002i,0.0692612878039294-0.00728440442116021i,0.0600298040260917-0.0478219866481675i,0.0282626628119254-0.0755502349796029i,-0.0123244172573085-0.0797231740012072i,-0.0461188765711776-0.0619145270650528i,-0.0642918872252801-0.0313199434121614i,-0.0647871265862119+0.00304989495796114i,-0.0471827114181321+0.0338641989474617i,-0.0124184606927936+0.0511539095873336i,0.0302917745983756+0.0425233071866419i,0.0599589995664381+0.00377394657325882i,0.0545838212344893-0.0495949903648227i,0.0107965144337925-0.0863855254167793i,-0.0475827400388147-0.0817843533335692i,-0.0849918519007732-0.0387768604002876i,-0.0821185625470882+0.0132892107370433i,-0.0499114723792585+0.0435112614161043i,-0.0161019100980086+0.043794404791616i,0.00104089965008547+0.0295174009907908i,0.00479198050870386+0.0187906041076696i,0.0082300397692127+0.014484091127714i,0.0154168145569611+0.00722893644418408i,0.0176489704851831-0.00784449885998825i,0.00684516747680428-0.0224543782114867i,-0.0121796510455625-0.0243377904432722i,-0.0256399316218803-0.0117086996407738i,-0.0252216917910905+0.00477881727541688i,-0.0153284817928693+0.0138675225587794i,-0.00574450344640592+0.0142237472606889i,-0.000381016889633285+0.0119807932840017i,0.0041582168762253+0.0107027842930501i,0.0105204346050307+0.0074927257618522i,0.0152408999206326-0.000845915136976734i,0.0131665794254229-0.0113159574997427i,0.00491768130700896-0.0171704328386309i,-0.00311102526835552-0.0158122196094901i,-0.00611172313754784-0.0113942586737344i,-0.00557790763476436-0.00898387682706523i,-0.00547657163834065-0.0086581164559096i,-0.00597140175639258-0.00747245014197278i,-0.00393381431962538-0.00580851943037298i,0.000506130408676208-0.0082253831566278i,0.00128134579288991-0.0166733442622948i,-0.00721977596773395-0.0252809787960476i,-0.0221715002595142-0.0249707396188645i,-0.0335709472225691-0.0133843529646876i,-0.0342733386180092+0.00213978395065492i,-0.0268117686183165+0.0126250960145341i,-0.0187000907566322+0.0166483869148897i,-0.0125654489107573+0.0192518238861446i,-0.00411410182467265+0.0225213525090456i,0.00937176007792064+0.0208333604296454i,0.0214798070792501+0.00791543332538648i,0.0210650645391962-0.0127257764138793i,0.00462331988641456-0.0277490315343226i,-0.0179674779908756-0.0258729241097095i,-0.0316515112924951-0.00871091851811378i,-0.0294142549499795+0.0113716283666691i,-0.0163372437364715+0.0231659344185823i,-0.00181108801949222+0.024701653831422i,0.00945586025007304+0.0202220531032349i,0.0178363965211265+0.0125522837425117i,0.0230084903401697+0.00118397574708549i,0.0215497606850607-0.0130343504446048i,0.0112513444674563-0.024770155679672i,-0.00437283006864585-0.0278596149835765i,-0.0180256593172056-0.0211519512050346i,-0.0247012065812105-0.00903885135875091i,-0.0243104211196037+0.0034336631668975i,-0.0185903380655304+0.0140047586628975i,-0.00795195100595628+0.0213041396825533i
0.0374477751936273-0.0213016371977077i,-0.00668625746205866-0.0231496761623361i,-0.0389074077231183+0.0333694862812437i,0.000966178621453164+0.111674011977191i,0.10915573091445+0.13196996634722i,0.20886229509542+0.0521989396032906i,0.219008741666325-0.0842688363202915i,0.130155244247547-0.18589664898843i,0.00913752567936166-0.196618437629685i,-0.0697647769783437-0.13901678096735i,-0.0918956099466139-0.0755399210355014i,-0.0972381582514302-0.0352919597652697i,-0.11435806581428+0.0102898064182225i,-0.112777012844452+0.0960657317920619i,-0.0333097230700632+0.19651754124347i,0.132273398254741+0.225760611999921i,0.301396019131485+0.115919096436521i,0.354226305609905-0.10275431430349i,0.237063354348277-0.30674284855158i,0.0157063552507073-0.373379407795865i,-0.175239815477519-0.278152471240842i,-0.2396046044343-0.105293336792825i,-0.183540179853368+0.0322373309437287i,-0.0847897281896303+0.081639797287425i,-0.0109820434177466+0.0676977221774009i,0.0277639327471743+0.0385926449069199i,0.0554413226949462+0.00973532179647804i,0.078334084704147-0.0361008889969055i,0.0698430076984517-0.104884095632038i,0.00611850077383434-0.163677346251983i,-0.0940026263730931-0.164430832003893i,-0.173810922211707-0.0923227649209306i,-0.184719405890268+0.0152173528926419i,-0.125389613746998+0.0982945354084203i,-0.0370853438605723+0.120775974768538i,0.0336702072248783+0.0888934421780765i,0.0653084959105077+0.0329692698430077i,0.0615340174944407-0.0203529408015567i,0.0343416900040351-0.0581963866571535i,-0.00588369898531118-0.074625231942727i,-0.0472943560181324-0.0655277803425267i,-0.0740869362265024-0.0337474429169191i,-0.0744516291562697+0.00588043426739731i,-0.0511388333309045+0.0333009628159727i,-0.0207018154189163+0.0375828018156358i,-0.000405096213150298+0.0238923934868841i,0.00396206092610823+0.00628841320823613i,-0.001818331579774-0.0049111502639241i,-0.00952222785285911-0.00853533936851691i,-0.0157621914654701-0.00827595232912704i,-0.0216290438806356-0.0062300240943039i,-0.0281833329856701-0.000949105920152697i,-0.0333673174536535+0.0102246437793371i,-0.031905169287234+0.027799886610843i,-0.017528797872378+0.0473297086689129i,0.0123162549040823+0.0584068493170213i,0.0507321628415445+0.0485165149843331i,0.080463490654136+0.0125008058337038i,0.0829199576348874-0.0392322336384782i,0.0524257571117406-0.0838197441689163i,0.00231260604964493-0.101055793562123i,-0.0448411529000558-0.0873353759108223i,-0.0737655387817112-0.0545749337040317i,-0.0827221109569152-0.016526018380809i,-0.0747736792060823+0.0205208001868879i,-0.0484890852141486+0.0521209776093977i,-0.00315475386864231+0.0656617446724975i,0.0471797812979902+0.0447966000098449i,0.0727061035337569-0.0107803663954017i,0.0498050013674879-0.0730079622800205i,-0.0133034205896644-0.101069365018351i,-0.0769212716864253-0.0752250667610465i,-0.101075554762944-0.0152873285498927i,-0.0782762551022199+0.0368929070673018i,-0.0352309527560052+0.0538747767828692i,-0.00384607410876988+0.0412297977951804i,0.00627406679290978+0.0225051171408445i,0.00686904876992131+0.0116398219261907i,0.00897393662772573+0.00408147485076422i,0.00909825285749509-0.00812556868274399i,-0.00164323894573452-0.0205943038079203i,-0.0208622273150899-0.020749845944967i,-0.0339131807234955-0.00487501373785772i,-0.029815738550906+0.0151439311319469i,-0.0134243203014366+0.024142201345833i,0.00106911096190635+0.0192589970885703i,0.00606311624501946+0.00996433125366646i,0.00596211213108095+0.00452590954556717i,0.00739673319566953+0.00134213280772822i,0.00922786987658054-0.00496583525786758i,0.00565543409955032-0.0132374248609168i,-0.00339225305825245-0.0163770970508345i,-0.0103010552836503-0.0116858340568375i,-0.00953055218690513-0.0056795692766407i,-0.00535654665705202-0.00581720435559088i,-0.00608687305046892-0.010232663578195i,-0.0120247929718188-0.010218176740505i,-0.0140443030811243-0.00308551715541465i,-0.00610976973036522+0.00200989680791387i,0.00424377823741592-0.00535796761261855i,0.00243497914193408-0.0221957949686993i,-0.0159714781572605-0.032427129175722i,-0.0382107330408257-0.0235147374561975i,-0.0466800129260596-0.000196579488677902i,-0.0365146677185972+0.0207371556031327i,-0.0182511730678488+0.0278171704416323i,-0.00419987972384251+0.0237596121567096i,0.00354688009526004+0.0171988943365992i,0.00970451906690471+0.0103006408525118i,0.0142004339866072-0.00121570642894361i,0.00968484502438306-0.0170906235610254i,-0.00786598540996493-0.0271091409277308i,-0.0298444032282399-0.0203053916528493i,-0.0404921347481007+0.00187827581019756i,-0.0318737848409757+0.0250529103948562i,-0.0109619729576773+0.0351417244672523i,0.0086758060687025+0.0300452491159799i,0.0196072223126355+0.0174445029506471i,0.0231553750641548+0.00410224124454246i,0.0218765882451187-0.00902743685412803i,0.0143322016658043-0.0216432341301157i,-0.000736880126843137-0.0287914175688882i,-0.0180878294934307-0.0244750234206532i,-0.0280207721475351-0.00969032673187728i,-0.0254716845025805+0.00655716202849897i,-0.0146925932920759+0.0155392978987285i,-0.00363074906372791+0.0162205936803623i,0.00437411259903987+0.0129819501579369i,0.0110002670430344+0.00793403864963073i
